rowNumber,timestamp,handle,productTitle,field,original,updated,reason,severity,phase
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Vendor,Bastelschachtel,,"Vendor set to Bastelschachtel, but product does not seem to be handmade. Please verify.",warn,2
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Body (HTML),"<p><span><span><span>Softe Pinsel für Acryl- und Wasserfarben.</span></span></span>
</p>
<ul>
<li><span><span><span>Größen: 2, 4, 6, 8, 10, 12, spitz</span></span></span></li>
<li><span><span><span>Qualitative Synthetik Pinsel, auch für Künstler geeignet</span></span></span></li>
<li><span><span><span>Leicht zu reinigen</span></span></span></li>
</ul>
<p> 
</p><!-- TABS --> <h5>PRODUKTBESCHREIBUNG</h5><span><span><span><span><span>Das 6-teilige Pinselset ist für alle wasserlöslichen Farben geeignet und kann mit Wasser gereinigt werden. Durch die flache Form können sowohl feine Linien als auch breitere Striche gemacht werden. Die höchst strapazierfähigen Pinsel nehmen die Farben sehr gut und dosiert auf, wodurch tropfen vermieden wird. Diese Serie ist für sämtliche Mal- und Basteltechniken geeignet. Für weitere Tipps und Bastelideen schauen Sie in unserem </span></span><span><a href=""https://www.bastelschachtel.at/blog-2""><span>Blog</span></a></span><span><span> vorbei. </span></span></span></span></span> <!-- /TABS -->","<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/spitzige-pinsel-set-6teilig-818""></p><p><meta name=""description"" content=""6 Pinsel mit rundem Kopf, zum Malen und Zeichnen.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Pinselset 6 teilig""></p><p><meta property=""og:description"" content=""6 Pinsel mit rundem Kopf, zum Malen und Zeichnen.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/spitzige-pinsel-set-6teilig-818""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/spitzige-pinsel-set-6teilig-bastelschachtel-51182.jpg?v=1753709654""></p><p><meta property=""og:image:alt"" content=""Pinselset 6 teilig – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Pinselset 6 teilig""></p><p><meta name=""twitter:description"" content=""6 Pinsel mit rundem Kopf, zum Malen und Zeichnen.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/spitzige-pinsel-set-6teilig-bastelschachtel-51182.jpg?v=1753709654""></p><p><span><span><span>Softe Pinsel für Acryl- und Wasserfarben.</span></span></span>
</p>
<ul>
<li><span><span><span>Größen: 2, 4, 6, 8, 10, 12, spitz</span></span></span></li>
<li><span><span><span>Qualitative Synthetik Pinsel, auch für Künstler geeignet</span></span></span></li>
<li><span><span><span>Leicht zu reinigen</span></span></span></li>
</ul>
 <h5>PRODUKTBESCHREIBUNG</h5><span><span><span><span><span>Das 6-teilige Pinselset ist für alle wasserlöslichen Farben geeignet und kann mit Wasser gereinigt werden. Durch die flache Form können sowohl feine Linien als auch breitere Striche gemacht werden. Die höchst strapazierfähigen Pinsel nehmen die Farben sehr gut und dosiert auf, wodurch tropfen vermieden wird. Diese Serie ist für sämtliche Mal- und Basteltechniken geeignet. Für weitere Tipps und Bastelideen schauen Sie in unserem </span></span><span><a href=""https://www.bastelschachtel.at/blog-2""><span>Blog</span></a></span><span><span> vorbei. </span></span></span></span></span>",Body preserved - high quality existing content.,info,3b
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Body (HTML),(modified),(see Output),Body restructured with SEO template,info,3b
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,SEO Title,Pinselset 6 teilig,Spitzige Pinsel Set 6teilig,SEO title standardized per SOP,info,3c
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,SEO Description,"6 Pinsel mit rundem Kopf, zum Malen und Zeichnen.",Entdecken Sie unsere vielfältige Produktpalette für all Ihre kreativen Bedürfnisse. Entdecken Sie das Produkt 'Spitzige Pinsel Set,SEO description standardized per SOP,info,3c
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,farbsetsfurrost-undpatinaeffekt,farbsetsfurrost-undpatinaeffekt,Tag 'farbsetsfurrost-undpatinaeffekt' exceeds recommended length of 16 characters,warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,hibiskusblutenvonlisaz,hibiskusblutenvonlisaz,Tag 'hibiskusblutenvonlisaz' exceeds recommended length of 16 characters,warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,zubehorundwerkzeug,zubehorundwerkzeug,Tag 'zubehorundwerkzeug' exceeds recommended length of 16 characters,warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,acrylfarben,acrylfarben,Tag 'acrylfarben' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,bastelbedarf,bastelbedarf,Tag 'bastelbedarf' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,bastelfarben,bastelfarben,Tag 'bastelfarben' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,farben,farben,Tag 'farben' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,farbsetsfurrost-undpatinaeffekt,farbsetsfurrost-undpatinaeffekt,Tag 'farbsetsfurrost-undpatinaeffekt' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,hibiskusblutenvonlisaz,hibiskusblutenvonlisaz,Tag 'hibiskusblutenvonlisaz' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,lasur,lasur,Tag 'lasur' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,malen,malen,Tag 'malen' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,pinsel,pinsel,Tag 'pinsel' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,set,set,Tag 'set' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,wasserverdunnbar,wasserverdunnbar,Tag 'wasserverdunnbar' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,zubehorundwerkzeug,zubehorundwerkzeug,Tag 'zubehorundwerkzeug' does not align with product category 'uncategorized',warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,"acrylfarben,bastelbedarf,bastelfarben,farben,farbsetsfurrost-undpatinaeffekt,hibiskusblutenvonlisaz,lasur,malen,pinsel,set,wasserverdunnbar,zubehorundwerkzeug","acrylfarben,bastelbedarf,bastelfarben,farben,farbsetsfurrost-undpatinaeffekt,hibiskusblutenvonlisaz,lasur,malen,pinsel,set,wasserverdunnbar,zubehorundwerkzeug",Tag count (12) is outside the recommended range of 5-10,warn,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Tags,"acrylfarben, bastelbedarf, bastelfarben, farben, Farbsets für Rost- und Patinaeffekt, Hibiskusblüten von Lisa Z., lasur, malen, pinsel, set, wasserverdünnbar, Zubehör und Werkzeug","acrylfarben,bastelbedarf,bastelfarben,farben,farbsetsfurrost-undpatinaeffekt,hibiskusblutenvonlisaz,lasur,malen,pinsel,set,wasserverdunnbar,zubehorundwerkzeug","Tags normalized, duplicates/banned terms removed, and validated",info,3e
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Uncategorized),warn,4
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Google Shopping / Condition,,new,Condition set to new,info,4
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,SEO Description,,,SEO desc length 130,warn,4
2,02/10/2025,spitzige-pinsel-set-6teilig-818,Spitzige Pinsel Set 6teilig,Google Shopping / Google Product Category,,,Missing google category for product category: Uncategorized,warn,4
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Product Category,,Allgemein,Default category assigned,info,2
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Body (HTML),,"<p><link rel=""canonical"" href=""https://bastelschachtel.at/products/spitzige-pinsel-set-6teilig-818""></p><p><meta name=""description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:type"" content=""product""></p><p><meta property=""og:title"" content=""Allgemein von ""></p><p><meta property=""og:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta property=""og:url"" content=""https://bastelschachtel.at/products/spitzige-pinsel-set-6teilig-818""></p><p><meta property=""og:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/spitzige-pinsel-set-6teilig-bastelschachtel-69583.jpg?v=1753709654""></p><p><meta property=""og:image:alt"" content=""Allgemein von  – Produktbild""></p><p><meta property=""og:image:width"" content=""1200""></p><p><meta property=""og:image:height"" content=""1200""></p><p><meta name=""twitter:card"" content=""summary_large_image""></p><p><meta name=""twitter:title"" content=""Allgemein von ""></p><p><meta name=""twitter:description"" content=""Kategorie: Allgemein. Jetzt bei Bastelschachtel entdecken.""></p><p><meta name=""twitter:image"" content=""https://cdn.shopify.com/s/files/1/0422/5397/5709/products/spitzige-pinsel-set-6teilig-bastelschachtel-69583.jpg?v=1753709654""></p><p>Entdecken Sie unsere Allgemein für kreative Projekte.</p>",Body regenerated - low quality existing content.,info,3b
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Body (HTML),(modified),(see Output),Body restructured with SEO template,info,3b
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Variant SKU,,BA-PRD-UW8E,Generated per SOP,info,3d
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Variant Requires Shipping,,TRUE,Physical product default,info,3d
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Variant Taxable,,TRUE,Taxable default,info,3d
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Tags,,,Tag count (0) is outside the recommended range of 5-10,warn,3e
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Google Shopping / Google Product Category,,,Missing google category (no map entry for Product Category: Allgemein),warn,4
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Google Shopping / Condition,,new,Condition set to new,info,4
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,SEO Description,,,SEO desc length 0,warn,4
3,02/10/2025,spitzige-pinsel-set-6teilig-818,,Google Shopping / Google Product Category,,,Missing google category for product category: Allgemein,warn,4